trade_id,date,client_id,pair,side,lots,profit_usd
975,2025-08-25,195,XAUUSD,buy,2.0,313.19
2439,2025-08-25,167,USDJPY,sell,0.1,-3.8
2494,2025-08-25,126,EURUSD,buy,0.1,4.05
1812,2025-08-25,96,GBPUSD,buy,0.1,-0.26
486,2025-08-26,138,GBPUSD,sell,0.1,5.96
2638,2025-08-26,129,EURUSD,sell,0.01,-0.23
2286,2025-08-26,197,XAUUSD,buy,1.0,-68.96
623,2025-08-26,148,XAUUSD,buy,0.05,4.31
2244,2025-08-26,196,XAUUSD,buy,0.5,-35.19
483,2025-08-26,55,USDJPY,buy,0.5,-5.04
64,2025-08-26,12,USDJPY,sell,0.5,-36.67
948,2025-08-26,188,GBPUSD,sell,2.0,19.45
2443,2025-08-26,125,GBPUSD,sell,0.05,-0.06
844,2025-08-26,121,GBPUSD,sell,0.01,1.57
1655,2025-08-26,189,GBPUSD,buy,0.05,-4.46
2672,2025-08-26,180,XAUUSD,sell,0.1,1.39
355,2025-08-26,146,USDJPY,sell,0.05,6.73
2882,2025-08-26,45,XAUUSD,sell,0.5,-87.02
2931,2025-08-26,115,GBPUSD,sell,0.5,-4.5
432,2025-08-26,20,GBPUSD,sell,1.0,28.16
163,2025-08-27,195,EURUSD,buy,0.5,18.0
1704,2025-08-27,10,EURUSD,sell,0.05,2.99
2761,2025-08-27,200,EURUSD,buy,0.01,0.62
243,2025-08-27,157,USDJPY,buy,0.5,28.37
1200,2025-08-27,56,USDJPY,sell,2.0,274.13
2449,2025-08-27,7,EURUSD,buy,0.01,0.13
2145,2025-08-27,192,EURUSD,sell,0.01,0.48
2580,2025-08-27,167,GBPUSD,buy,0.01,-0.55
880,2025-08-27,196,EURUSD,buy,0.1,11.49
2847,2025-08-27,116,EURUSD,sell,0.05,-5.69
955,2025-08-27,45,XAUUSD,buy,0.01,-0.5
2744,2025-08-27,166,USDJPY,sell,0.05,2.88
1328,2025-08-28,84,XAUUSD,sell,0.01,0.05
2536,2025-08-28,93,EURUSD,buy,0.1,9.78
1772,2025-08-28,107,GBPUSD,buy,2.0,-40.71
2914,2025-08-28,84,EURUSD,sell,0.5,43.32
2393,2025-08-28,133,EURUSD,buy,0.1,-1.01
1905,2025-08-28,135,EURUSD,buy,0.01,-0.44
1764,2025-08-28,102,EURUSD,buy,0.05,3.42
1968,2025-08-28,129,USDJPY,buy,0.5,25.42
564,2025-08-29,9,USDJPY,buy,1.0,-189.13
2587,2025-08-29,114,EURUSD,buy,0.1,-14.32
825,2025-08-29,167,USDJPY,sell,0.05,2.64
1195,2025-08-29,72,EURUSD,sell,0.01,-0.16
2665,2025-08-29,49,USDJPY,sell,0.5,7.73
1490,2025-08-29,185,GBPUSD,buy,0.5,-15.46
56,2025-08-29,103,XAUUSD,sell,0.1,-2.21
1400,2025-08-29,91,XAUUSD,sell,0.5,-21.13
2689,2025-08-29,179,EURUSD,buy,2.0,-113.91
438,2025-08-29,35,GBPUSD,buy,0.05,1.3
2719,2025-08-29,170,XAUUSD,buy,0.05,-4.77
1532,2025-08-29,105,XAUUSD,sell,0.5,127.74
1583,2025-08-29,148,GBPUSD,buy,0.01,0.84
2508,2025-09-01,39,GBPUSD,sell,0.05,-0.31
2450,2025-09-01,82,GBPUSD,sell,0.05,5.43
1015,2025-09-01,151,GBPUSD,sell,0.01,-0.18
1018,2025-09-01,107,GBPUSD,buy,0.5,5.02
2019,2025-09-01,99,USDJPY,sell,0.5,-11.56
2691,2025-09-01,124,GBPUSD,sell,0.1,-9.54
116,2025-09-01,134,GBPUSD,sell,0.05,1.03
2717,2025-09-01,111,GBPUSD,buy,0.5,9.3
1378,2025-09-01,193,XAUUSD,buy,0.5,68.47
1507,2025-09-01,157,XAUUSD,buy,0.05,7.65
66,2025-09-01,127,GBPUSD,buy,0.5,-74.51
1621,2025-09-02,47,EURUSD,buy,0.1,8.43
2077,2025-09-02,26,USDJPY,buy,0.01,1.64
1271,2025-09-02,3,GBPUSD,buy,0.5,49.01
2516,2025-09-02,71,XAUUSD,sell,0.05,3.77
2531,2025-09-02,65,USDJPY,buy,0.5,-46.39
3000,2025-09-02,134,GBPUSD,buy,1.0,94.83
2985,2025-09-02,16,XAUUSD,sell,0.1,10.07
344,2025-09-02,99,EURUSD,sell,0.01,-0.91
2918,2025-09-03,182,USDJPY,sell,1.0,76.16
2574,2025-09-03,14,USDJPY,sell,0.05,-0.73
270,2025-09-03,43,XAUUSD,buy,0.05,9.22
1578,2025-09-03,79,GBPUSD,buy,0.1,7.0
2631,2025-09-03,164,GBPUSD,buy,0.05,0.17
2456,2025-09-03,75,USDJPY,sell,0.1,2.39
1149,2025-09-03,161,EURUSD,sell,0.1,-14.81
2819,2025-09-03,69,USDJPY,sell,1.0,74.93
1831,2025-09-03,194,EURUSD,buy,1.0,-107.28
1265,2025-09-03,56,USDJPY,sell,0.01,1.31
751,2025-09-03,106,GBPUSD,sell,0.5,72.69
2122,2025-09-03,192,GBPUSD,buy,0.01,2.18
2363,2025-09-03,184,GBPUSD,buy,0.01,0.34
1065,2025-09-04,131,GBPUSD,buy,0.05,1.72
1505,2025-09-04,68,EURUSD,sell,0.5,-20.64
927,2025-09-04,197,USDJPY,sell,0.05,-7.4
1410,2025-09-04,43,XAUUSD,buy,0.01,1.75
2685,2025-09-04,106,GBPUSD,sell,1.0,-82.87
173,2025-09-04,158,EURUSD,buy,0.5,9.27
509,2025-09-04,85,USDJPY,buy,0.01,-0.12
1499,2025-09-04,113,GBPUSD,buy,0.01,0.29
394,2025-09-04,28,GBPUSD,buy,0.01,0.7
1514,2025-09-04,46,GBPUSD,sell,0.1,7.7
2832,2025-09-04,109,XAUUSD,sell,0.01,0.26
1665,2025-09-04,93,USDJPY,buy,0.5,-36.26
1302,2025-09-04,88,USDJPY,buy,2.0,272.07
358,2025-09-04,35,XAUUSD,buy,0.05,-1.08
587,2025-09-05,18,GBPUSD,sell,0.01,0.47
1241,2025-09-05,100,USDJPY,sell,0.01,-0.17
2186,2025-09-05,63,USDJPY,buy,0.01,-0.64
1892,2025-09-05,114,EURUSD,sell,0.1,7.7
581,2025-09-05,16,EURUSD,sell,1.0,18.74
2249,2025-09-05,56,GBPUSD,sell,0.05,-3.63
1880,2025-09-05,148,GBPUSD,sell,0.1,6.75
191,2025-09-05,93,USDJPY,sell,0.1,0.78
1055,2025-09-05,128,EURUSD,buy,0.05,-4.08
961,2025-09-05,57,GBPUSD,sell,2.0,10.28
2727,2025-09-05,75,USDJPY,sell,0.5,22.47
987,2025-09-05,98,XAUUSD,sell,0.01,0.91
2877,2025-09-05,100,XAUUSD,sell,0.01,-3.18
2306,2025-09-05,93,XAUUSD,sell,2.0,528.63
908,2025-09-05,197,EURUSD,sell,0.01,1.06
2147,2025-09-05,117,USDJPY,sell,0.1,9.39
558,2025-09-05,151,EURUSD,sell,0.01,0.86
2052,2025-09-05,165,XAUUSD,sell,0.01,-0.28
1264,2025-09-08,13,EURUSD,sell,1.0,-43.69
716,2025-09-08,5,GBPUSD,sell,0.1,4.42
78,2025-09-08,80,GBPUSD,buy,0.05,1.4
1850,2025-09-08,7,XAUUSD,buy,2.0,-383.09
2413,2025-09-08,174,GBPUSD,buy,0.01,-0.12
202,2025-09-08,193,XAUUSD,sell,0.5,27.57
117,2025-09-08,126,GBPUSD,buy,0.05,3.95
469,2025-09-08,116,USDJPY,sell,2.0,-119.41
562,2025-09-08,173,GBPUSD,sell,0.05,-6.05
2424,2025-09-08,14,XAUUSD,buy,0.01,0.82
2936,2025-09-08,107,EURUSD,sell,0.5,-1.05
1971,2025-09-08,7,EURUSD,buy,1.0,-17.32
684,2025-09-08,121,GBPUSD,sell,0.01,-1.05
366,2025-09-08,56,EURUSD,buy,0.01,-0.77
112,2025-09-08,58,GBPUSD,buy,0.05,-3.12
1652,2025-09-08,19,XAUUSD,buy,0.01,0.37
262,2025-09-08,130,EURUSD,buy,0.1,10.47
131,2025-09-08,133,XAUUSD,buy,0.1,18.73
2779,2025-09-09,195,XAUUSD,sell,0.05,2.01
2875,2025-09-09,135,GBPUSD,sell,0.01,-1.14
1696,2025-09-09,79,USDJPY,buy,0.05,0.99
2654,2025-09-09,164,XAUUSD,sell,0.1,7.46
1646,2025-09-09,7,USDJPY,sell,2.0,-24.98
1227,2025-09-09,97,USDJPY,sell,0.05,1.55
984,2025-09-09,87,GBPUSD,sell,0.05,2.64
1354,2025-09-09,56,XAUUSD,buy,0.1,18.04
1085,2025-09-10,132,EURUSD,buy,0.05,-2.22
659,2025-09-10,135,GBPUSD,sell,0.05,5.37
2897,2025-09-10,17,XAUUSD,buy,0.01,0.88
2224,2025-09-10,111,XAUUSD,buy,0.1,12.92
2259,2025-09-10,181,GBPUSD,buy,0.05,-2.84
2795,2025-09-10,132,USDJPY,buy,0.01,0.26
1220,2025-09-10,25,GBPUSD,sell,0.01,-0.15
1705,2025-09-10,146,USDJPY,sell,1.0,119.49
1187,2025-09-10,29,GBPUSD,buy,0.05,3.87
612,2025-09-10,192,XAUUSD,buy,0.1,0.63
2141,2025-09-10,52,USDJPY,buy,1.0,86.52
392,2025-09-11,190,USDJPY,buy,0.01,0.78
810,2025-09-11,143,EURUSD,sell,0.05,4.15
2898,2025-09-11,139,XAUUSD,buy,0.05,10.04
523,2025-09-11,126,XAUUSD,buy,0.1,1.42
2476,2025-09-11,53,EURUSD,sell,0.1,12.59
905,2025-09-11,150,GBPUSD,buy,0.01,-0.06
101,2025-09-11,76,GBPUSD,buy,0.05,4.03
360,2025-09-11,84,GBPUSD,sell,0.05,1.69
4,2025-09-11,4,USDJPY,sell,0.5,-5.54
1562,2025-09-12,175,XAUUSD,sell,0.05,8.74
1987,2025-09-12,177,USDJPY,buy,0.1,-4.26
1239,2025-09-12,79,XAUUSD,sell,0.01,-1.47
1234,2025-09-12,35,XAUUSD,sell,0.05,-0.04
1289,2025-09-12,63,EURUSD,sell,0.01,0.47
2961,2025-09-12,156,XAUUSD,sell,0.01,-0.3
29,2025-09-12,198,USDJPY,sell,0.01,0.36
2176,2025-09-12,66,USDJPY,buy,1.0,34.21
2407,2025-09-12,182,GBPUSD,buy,0.1,5.21
2011,2025-09-15,53,XAUUSD,sell,0.1,-3.83
2339,2025-09-15,119,EURUSD,buy,0.01,1.7
1912,2025-09-15,15,XAUUSD,buy,0.01,1.28
2034,2025-09-15,172,USDJPY,sell,0.01,1.89
735,2025-09-15,56,XAUUSD,sell,0.01,0.27
1396,2025-09-15,161,USDJPY,buy,0.1,9.77
2037,2025-09-15,6,EURUSD,sell,0.1,-8.5
2896,2025-09-15,177,EURUSD,sell,0.05,2.13
2526,2025-09-15,96,XAUUSD,sell,0.05,-5.63
2891,2025-09-15,102,USDJPY,buy,1.0,39.38
279,2025-09-15,118,EURUSD,sell,0.05,-1.16
1283,2025-09-15,10,USDJPY,sell,0.05,2.5
205,2025-09-15,163,EURUSD,sell,0.05,-3.7
253,2025-09-16,134,XAUUSD,buy,0.05,-9.82
187,2025-09-16,141,EURUSD,sell,0.01,0.35
2117,2025-09-16,196,EURUSD,buy,0.01,-1.25
891,2025-09-16,55,XAUUSD,sell,0.05,-2.75
988,2025-09-16,125,EURUSD,sell,0.5,12.04
1744,2025-09-16,76,EURUSD,sell,0.1,-3.51
1711,2025-09-16,50,XAUUSD,buy,0.01,0.86
934,2025-09-16,47,GBPUSD,buy,0.5,-31.25
405,2025-09-17,177,USDJPY,sell,0.1,-4.36
2277,2025-09-17,55,USDJPY,sell,0.05,2.31
1819,2025-09-17,120,EURUSD,sell,1.0,-60.93
1538,2025-09-17,195,GBPUSD,buy,0.5,-3.82
563,2025-09-17,163,USDJPY,sell,0.05,0.84
448,2025-09-17,123,XAUUSD,buy,0.01,1.99
1192,2025-09-17,113,XAUUSD,sell,0.1,14.12
1482,2025-09-17,181,GBPUSD,sell,0.05,-1.91
565,2025-09-17,113,GBPUSD,sell,1.0,14.76
2986,2025-09-18,196,USDJPY,buy,1.0,80.93
579,2025-09-18,168,EURUSD,sell,2.0,-64.07
271,2025-09-18,198,USDJPY,sell,0.01,0.02
3,2025-09-18,28,EURUSD,sell,1.0,-69.33
2549,2025-09-18,86,EURUSD,buy,0.5,-3.2
2038,2025-09-18,125,EURUSD,sell,1.0,132.59
596,2025-09-18,156,EURUSD,buy,0.05,1.25
1330,2025-09-18,8,USDJPY,buy,0.01,0.46
895,2025-09-18,75,XAUUSD,sell,1.0,81.54
779,2025-09-19,3,GBPUSD,buy,0.1,-10.29
1003,2025-09-19,173,USDJPY,buy,1.0,12.12
1994,2025-09-19,135,EURUSD,sell,0.1,-19.65
2730,2025-09-19,171,XAUUSD,buy,0.01,-0.67
1779,2025-09-19,116,EURUSD,sell,0.05,6.09
2033,2025-09-19,78,GBPUSD,sell,0.1,7.92
2759,2025-09-19,155,GBPUSD,sell,0.05,2.6
847,2025-09-19,95,USDJPY,buy,0.1,-13.74
1477,2025-09-22,175,XAUUSD,buy,0.01,1.28
919,2025-09-22,126,EURUSD,buy,0.5,-20.24
2889,2025-09-22,152,XAUUSD,sell,0.01,-1.15
2326,2025-09-22,86,GBPUSD,sell,0.1,1.43
1029,2025-09-22,191,XAUUSD,sell,0.5,7.06
2016,2025-09-22,180,USDJPY,sell,0.05,-4.98
501,2025-09-22,136,GBPUSD,buy,0.05,-2.26
2787,2025-09-22,122,GBPUSD,buy,0.01,0.75
494,2025-09-22,81,XAUUSD,buy,0.01,0.88
1147,2025-09-22,162,GBPUSD,sell,0.1,10.0
1926,2025-09-23,61,USDJPY,sell,0.01,0.52
174,2025-09-23,92,GBPUSD,sell,0.05,2.45
817,2025-09-23,195,XAUUSD,buy,1.0,-76.87
1551,2025-09-23,178,USDJPY,buy,1.0,-69.64
1747,2025-09-23,170,USDJPY,buy,0.1,-9.22
791,2025-09-23,42,XAUUSD,buy,1.0,71.57
2517,2025-09-23,33,EURUSD,buy,2.0,273.23
1002,2025-09-23,91,XAUUSD,sell,0.05,3.02
161,2025-09-23,39,USDJPY,buy,1.0,-45.49
1120,2025-09-24,22,XAUUSD,sell,0.01,1.73
645,2025-09-24,198,GBPUSD,buy,1.0,95.14
2635,2025-09-24,45,USDJPY,sell,0.1,3.54
49,2025-09-24,118,XAUUSD,buy,0.05,5.63
286,2025-09-24,171,EURUSD,buy,0.05,2.87
2070,2025-09-24,164,XAUUSD,buy,0.5,-5.76
566,2025-09-25,151,GBPUSD,buy,0.01,0.39
2112,2025-09-25,42,USDJPY,sell,0.05,-1.76
1022,2025-09-25,20,XAUUSD,sell,0.01,-0.18
2640,2025-09-25,157,USDJPY,buy,0.01,0.01
301,2025-09-25,42,XAUUSD,sell,0.5,5.02
1193,2025-09-25,27,USDJPY,buy,0.5,41.79
1951,2025-09-25,57,USDJPY,sell,0.05,2.42
2661,2025-09-25,36,GBPUSD,sell,0.01,0.85
1062,2025-09-25,146,GBPUSD,buy,0.05,-0.66
2971,2025-09-25,62,EURUSD,buy,2.0,122.48
2866,2025-09-26,104,USDJPY,sell,0.05,-1.52
1521,2025-09-26,82,EURUSD,buy,0.5,71.17
1189,2025-09-26,106,USDJPY,sell,0.05,2.86
1592,2025-09-26,98,XAUUSD,buy,0.01,2.36
1511,2025-09-26,57,GBPUSD,buy,0.05,4.39
1130,2025-09-26,71,GBPUSD,sell,0.01,-1.03
632,2025-09-26,45,USDJPY,buy,0.05,6.91
497,2025-09-26,110,GBPUSD,sell,0.01,-1.31
935,2025-09-29,121,XAUUSD,buy,0.1,-0.45
527,2025-09-29,72,USDJPY,sell,1.0,-37.35
1743,2025-09-29,136,USDJPY,buy,0.1,0.54
2769,2025-09-29,14,EURUSD,sell,2.0,288.76
1648,2025-09-29,35,USDJPY,buy,1.0,-91.27
1047,2025-09-29,10,USDJPY,buy,0.01,0.68
2108,2025-09-29,60,XAUUSD,buy,0.1,-0.07
1820,2025-09-29,191,EURUSD,sell,0.5,-39.57
2385,2025-09-30,60,USDJPY,sell,0.5,24.61
2175,2025-09-30,58,EURUSD,sell,0.05,-1.35
2365,2025-09-30,11,USDJPY,buy,0.5,-52.03
1832,2025-09-30,21,USDJPY,buy,1.0,-22.72
15,2025-09-30,63,XAUUSD,buy,0.01,-1.08
1642,2025-10-01,30,USDJPY,sell,0.1,9.08
1030,2025-10-01,4,GBPUSD,sell,0.05,1.92
293,2025-10-01,122,USDJPY,buy,0.05,8.98
745,2025-10-01,63,GBPUSD,buy,1.0,25.75
1878,2025-10-01,51,GBPUSD,sell,0.5,33.81
560,2025-10-01,78,EURUSD,buy,0.1,-22.02
2455,2025-10-01,129,EURUSD,sell,0.1,-8.21
1480,2025-10-01,128,GBPUSD,sell,0.01,-0.13
409,2025-10-01,83,USDJPY,buy,0.1,8.75
1575,2025-10-01,197,GBPUSD,buy,0.01,1.33
2234,2025-10-02,71,XAUUSD,buy,0.05,-3.95
2664,2025-10-02,98,EURUSD,sell,0.05,-0.81
2630,2025-10-02,84,EURUSD,sell,0.05,8.2
2383,2025-10-02,142,XAUUSD,sell,0.5,34.05
1416,2025-10-02,28,USDJPY,sell,0.01,-0.77
43,2025-10-02,105,EURUSD,buy,0.01,0.47
399,2025-10-02,148,XAUUSD,sell,0.05,-0.43
1585,2025-10-02,138,USDJPY,sell,0.01,-1.23
2269,2025-10-02,187,EURUSD,sell,1.0,-54.43
1755,2025-10-02,155,EURUSD,buy,0.05,6.23
713,2025-10-02,69,XAUUSD,buy,2.0,611.45
1072,2025-10-02,168,XAUUSD,buy,0.1,7.27
282,2025-10-02,70,EURUSD,sell,0.01,0.25
1952,2025-10-02,121,EURUSD,sell,0.1,-1.03
610,2025-10-02,38,USDJPY,sell,0.05,1.51
1064,2025-10-02,24,EURUSD,sell,0.1,-12.66
1829,2025-10-03,153,XAUUSD,sell,0.05,7.04
2356,2025-10-03,166,EURUSD,sell,0.1,6.1
1270,2025-10-03,31,GBPUSD,buy,0.05,0.19
2903,2025-10-06,7,GBPUSD,buy,0.1,1.99
1939,2025-10-06,47,EURUSD,buy,1.0,97.03
1943,2025-10-06,171,GBPUSD,sell,0.05,0.9
1568,2025-10-07,18,EURUSD,buy,0.5,31.17
2628,2025-10-07,127,GBPUSD,buy,0.01,1.9
2776,2025-10-07,179,USDJPY,sell,0.5,46.85
1701,2025-10-07,40,USDJPY,buy,0.5,9.69
336,2025-10-07,186,GBPUSD,sell,0.01,1.15
311,2025-10-07,78,XAUUSD,sell,1.0,-197.09
384,2025-10-07,172,USDJPY,buy,0.1,18.71
246,2025-10-07,23,GBPUSD,sell,0.05,-0.36
379,2025-10-08,151,EURUSD,buy,0.1,2.08
2974,2025-10-08,19,GBPUSD,sell,0.5,13.65
459,2025-10-08,116,EURUSD,buy,0.1,-3.07
331,2025-10-08,26,XAUUSD,sell,0.05,-5.07
1374,2025-10-08,188,USDJPY,sell,0.5,48.91
2497,2025-10-08,91,XAUUSD,sell,0.5,23.84
1310,2025-10-08,37,USDJPY,buy,0.05,-2.24
2406,2025-10-08,67,EURUSD,buy,0.05,-0.98
675,2025-10-08,143,USDJPY,sell,0.01,0.55
242,2025-10-08,52,GBPUSD,buy,0.5,41.81
2837,2025-10-08,14,GBPUSD,sell,0.5,73.33
914,2025-10-09,168,XAUUSD,buy,0.1,-2.64
122,2025-10-09,22,GBPUSD,sell,2.0,-25.19
1373,2025-10-09,34,GBPUSD,buy,0.01,-1.48
2774,2025-10-09,85,USDJPY,sell,0.05,-4.15
748,2025-10-09,194,USDJPY,buy,0.05,-2.48
2220,2025-10-09,140,XAUUSD,buy,1.0,-39.57
1036,2025-10-09,83,GBPUSD,buy,0.1,0.71
2499,2025-10-09,64,XAUUSD,sell,0.5,-9.11
2862,2025-10-09,170,XAUUSD,sell,0.05,-1.86
2600,2025-10-09,151,XAUUSD,buy,0.01,-0.21
1229,2025-10-10,81,USDJPY,buy,0.1,1.24
357,2025-10-10,33,USDJPY,buy,0.05,1.76
1007,2025-10-10,14,GBPUSD,sell,0.05,1.68
52,2025-10-10,57,EURUSD,buy,0.1,5.5
1777,2025-10-10,57,XAUUSD,buy,0.1,-6.71
365,2025-10-10,83,XAUUSD,sell,0.05,4.15
670,2025-10-10,29,XAUUSD,buy,0.5,40.9
2060,2025-10-13,186,XAUUSD,sell,0.1,14.66
1528,2025-10-13,63,XAUUSD,buy,0.05,-12.68
1194,2025-10-13,49,EURUSD,sell,0.01,0.56
372,2025-10-13,88,USDJPY,sell,0.05,0.58
2845,2025-10-13,173,GBPUSD,sell,0.05,7.29
1600,2025-10-13,37,USDJPY,sell,0.05,2.75
816,2025-10-13,174,EURUSD,sell,0.01,0.39
1885,2025-10-13,151,GBPUSD,sell,0.05,6.02
1237,2025-10-13,37,EURUSD,sell,0.1,4.4
1142,2025-10-13,21,XAUUSD,buy,0.05,3.32
1327,2025-10-14,71,XAUUSD,sell,0.5,-13.29
192,2025-10-14,100,EURUSD,sell,0.5,22.34
760,2025-10-14,19,EURUSD,buy,0.1,10.15
2869,2025-10-14,61,USDJPY,buy,0.01,-0.03
1057,2025-10-14,4,EURUSD,buy,0.05,1.94
2800,2025-10-14,154,EURUSD,sell,0.5,-3.4
2893,2025-10-14,183,USDJPY,sell,0.01,-0.1
1257,2025-10-14,55,EURUSD,sell,0.01,0.14
1748,2025-10-14,76,USDJPY,buy,0.01,-0.17
1031,2025-10-14,98,USDJPY,buy,0.5,-17.98
2081,2025-10-15,162,GBPUSD,buy,0.1,-0.69
2072,2025-10-15,170,XAUUSD,sell,0.05,-5.1
835,2025-10-15,34,USDJPY,buy,0.01,-1.47
2066,2025-10-15,38,USDJPY,sell,0.5,18.08
1380,2025-10-15,162,GBPUSD,buy,0.1,1.08
2104,2025-10-15,177,GBPUSD,sell,2.0,356.58
528,2025-10-15,62,EURUSD,sell,0.05,7.64
1225,2025-10-15,167,USDJPY,sell,0.01,1.2
1516,2025-10-15,191,USDJPY,buy,1.0,161.13
91,2025-10-15,65,GBPUSD,buy,0.05,3.07
1751,2025-10-15,105,EURUSD,sell,1.0,3.79
1911,2025-10-15,152,USDJPY,buy,0.01,0.29
1454,2025-10-15,155,XAUUSD,sell,0.05,-5.54
2227,2025-10-15,106,XAUUSD,sell,0.01,-0.42
317,2025-10-15,21,XAUUSD,sell,0.05,6.43
2723,2025-10-16,75,XAUUSD,sell,0.1,16.64
1191,2025-10-16,7,EURUSD,sell,0.1,4.35
2327,2025-10-16,23,USDJPY,sell,0.01,-0.64
318,2025-10-16,75,USDJPY,sell,0.5,-16.52
1317,2025-10-16,123,EURUSD,sell,0.01,0.27
196,2025-10-16,114,EURUSD,buy,0.01,0.95
1340,2025-10-16,133,USDJPY,sell,0.5,2.29
805,2025-10-16,14,USDJPY,sell,0.1,-8.13
773,2025-10-16,55,XAUUSD,buy,1.0,-172.18
1545,2025-10-16,191,EURUSD,buy,0.1,-13.17
2917,2025-10-16,86,GBPUSD,buy,0.5,38.97
83,2025-10-16,73,XAUUSD,buy,0.1,3.49
1434,2025-10-17,135,GBPUSD,buy,0.01,0.03
259,2025-10-17,155,EURUSD,sell,0.05,-0.35
2243,2025-10-17,93,EURUSD,buy,0.5,-13.28
1466,2025-10-17,198,USDJPY,sell,0.1,0.61
2817,2025-10-17,179,XAUUSD,buy,0.01,0.23
1760,2025-10-17,93,GBPUSD,sell,2.0,-169.14
2846,2025-10-17,178,USDJPY,sell,0.05,-3.87
1759,2025-10-17,62,GBPUSD,sell,0.1,-7.0
375,2025-10-17,195,USDJPY,sell,0.01,-0.02
580,2025-10-17,84,GBPUSD,buy,0.05,5.73
479,2025-10-17,61,XAUUSD,sell,0.05,8.43
2919,2025-10-17,199,USDJPY,buy,1.0,1.88
1741,2025-10-17,17,EURUSD,sell,1.0,79.95
1199,2025-10-20,51,EURUSD,buy,0.1,-3.14
526,2025-10-20,16,GBPUSD,buy,1.0,-44.66
1559,2025-10-20,111,EURUSD,sell,0.01,1.54
1895,2025-10-20,95,GBPUSD,sell,0.5,14.7
2126,2025-10-20,178,EURUSD,sell,0.01,1.16
1069,2025-10-20,197,XAUUSD,sell,0.5,-14.21
1876,2025-10-21,125,GBPUSD,buy,0.05,0.51
2764,2025-10-21,7,GBPUSD,buy,0.1,9.73
2902,2025-10-21,37,EURUSD,buy,0.01,1.19
2698,2025-10-21,42,USDJPY,sell,0.5,27.64
1669,2025-10-21,121,XAUUSD,sell,0.01,1.86
1288,2025-10-21,163,XAUUSD,sell,1.0,-36.2
811,2025-10-21,153,XAUUSD,sell,0.1,-0.08
1647,2025-10-21,176,GBPUSD,buy,0.1,0.8
2743,2025-10-21,16,GBPUSD,sell,0.01,0.41
1158,2025-10-22,33,GBPUSD,buy,0.01,1.3
978,2025-10-22,109,GBPUSD,sell,0.05,-0.86
1326,2025-10-22,33,EURUSD,buy,0.5,17.13
407,2025-10-22,52,GBPUSD,sell,2.0,159.64
1736,2025-10-22,18,GBPUSD,sell,0.5,15.11
24,2025-10-22,78,GBPUSD,sell,0.05,-1.86
59,2025-10-22,80,GBPUSD,buy,0.1,-10.14
2801,2025-10-22,191,USDJPY,buy,0.01,-0.74
2768,2025-10-22,64,USDJPY,sell,0.5,13.78
827,2025-10-22,31,USDJPY,sell,0.01,-1.3
1988,2025-10-22,29,EURUSD,sell,0.5,-43.99
2525,2025-10-22,151,EURUSD,buy,0.05,0.89
179,2025-10-22,143,GBPUSD,buy,0.1,-4.5
682,2025-10-22,48,EURUSD,sell,0.5,37.55
72,2025-10-22,37,XAUUSD,buy,0.01,0.59
1306,2025-10-22,180,XAUUSD,sell,0.5,-90.35
573,2025-10-23,93,XAUUSD,sell,0.1,12.0
570,2025-10-23,188,EURUSD,buy,0.5,7.75
2158,2025-10-23,107,USDJPY,buy,1.0,-2.52
2835,2025-10-23,85,XAUUSD,buy,0.01,0.78
1042,2025-10-23,107,USDJPY,sell,0.1,4.76
2403,2025-10-23,143,EURUSD,buy,0.05,-0.45
1632,2025-10-23,128,GBPUSD,sell,1.0,48.33
2844,2025-10-23,192,GBPUSD,sell,1.0,101.46
143,2025-10-23,128,GBPUSD,buy,0.05,-2.94
36,2025-10-23,22,GBPUSD,sell,2.0,-63.13
611,2025-10-23,199,USDJPY,sell,0.01,-1.6
1493,2025-10-23,193,GBPUSD,sell,2.0,-175.76
1610,2025-10-23,104,XAUUSD,sell,0.05,-7.69
2380,2025-10-24,137,EURUSD,sell,0.01,0.94
1925,2025-10-24,194,USDJPY,buy,1.0,0.13
506,2025-10-24,177,EURUSD,buy,0.01,2.08
2089,2025-10-24,4,EURUSD,buy,0.5,-44.37
1657,2025-10-24,6,USDJPY,sell,0.5,-7.54
1166,2025-10-24,158,USDJPY,buy,0.05,5.86
1417,2025-10-24,24,EURUSD,sell,0.05,1.47
1709,2025-10-24,151,USDJPY,buy,0.01,1.06
1377,2025-10-24,98,USDJPY,buy,2.0,-73.86
1989,2025-10-24,148,EURUSD,sell,0.05,2.83
843,2025-10-24,24,XAUUSD,sell,0.5,9.37
2599,2025-10-24,43,XAUUSD,buy,0.05,-2.75
636,2025-10-24,96,EURUSD,buy,0.5,15.81
2337,2025-10-24,59,USDJPY,buy,0.1,-2.03
475,2025-10-24,99,XAUUSD,sell,0.1,23.03
2887,2025-10-27,79,XAUUSD,sell,0.5,30.74
2441,2025-10-27,8,XAUUSD,buy,0.01,0.41
474,2025-10-27,127,XAUUSD,sell,0.1,12.32
417,2025-10-27,166,USDJPY,sell,0.5,-40.36
2924,2025-10-27,106,GBPUSD,buy,1.0,-51.43
1478,2025-10-27,54,EURUSD,buy,0.1,-0.51
2215,2025-10-27,193,XAUUSD,sell,0.1,28.91
2381,2025-10-27,98,XAUUSD,buy,0.05,-5.08
295,2025-10-27,175,GBPUSD,sell,0.05,2.05
465,2025-10-27,88,EURUSD,buy,0.5,22.77
