date,pair,open,high,low,close,volume
2025-12-22,GBPUSD,1.31721,1.32483,1.31711,1.32097,56559
2025-12-23,GBPUSD,1.32097,1.32676,1.32212,1.32444,29050
2025-12-24,GBPUSD,1.32444,1.33308,1.33111,1.3321,45499
2025-12-25,GBPUSD,1.3321,1.32728,1.32067,1.32398,52688
2025-12-26,GBPUSD,1.32398,1.32839,1.32804,1.32821,24105
2025-12-29,GBPUSD,1.32821,1.33385,1.31999,1.32692,52167
2025-12-30,GBPUSD,1.32692,1.33153,1.31578,1.32365,9143
2025-12-31,GBPUSD,1.32365,1.32796,1.3256,1.32678,21418
2026-01-01,GBPUSD,1.32678,1.32565,1.31866,1.32216,43907
2026-01-02,GBPUSD,1.32216,1.31282,1.31006,1.31144,46506
2026-01-05,GBPUSD,1.31144,1.31287,1.30665,1.30976,58488
2026-01-06,GBPUSD,1.30976,1.30321,1.30114,1.30217,28197
2026-01-07,GBPUSD,1.30217,1.30443,1.29368,1.29905,5935
2026-01-08,GBPUSD,1.29905,1.30171,1.30078,1.30124,29426
2026-01-09,GBPUSD,1.30124,1.31267,1.29359,1.30313,47607
2026-01-12,GBPUSD,1.30313,1.31617,1.30716,1.31166,11360
2026-01-13,GBPUSD,1.31166,1.31524,1.30651,1.31088,14687
2026-01-14,GBPUSD,1.31088,1.30651,1.29968,1.3031,27729
2026-01-15,GBPUSD,1.3031,1.301,1.29784,1.29942,30297
2026-01-16,GBPUSD,1.29942,1.2988,1.291,1.2949,29061
2026-01-19,GBPUSD,1.2949,1.29203,1.28567,1.28885,33745
2026-01-20,GBPUSD,1.28885,1.29403,1.28868,1.29135,38716
2026-01-21,GBPUSD,1.29135,1.2917,1.28486,1.28828,38793
2026-01-22,GBPUSD,1.28828,1.28166,1.27503,1.27835,27611
2026-01-23,GBPUSD,1.27835,1.2836,1.28073,1.28217,59424
2026-01-26,GBPUSD,1.28217,1.28615,1.27755,1.28185,31912
2026-01-27,GBPUSD,1.28185,1.28991,1.27797,1.28394,42807
2026-01-28,GBPUSD,1.28394,1.28743,1.28204,1.28474,41626
2026-01-29,GBPUSD,1.28474,1.29686,1.27962,1.28824,26581
2026-01-30,GBPUSD,1.28824,1.29159,1.28579,1.28869,40245
2026-02-02,GBPUSD,1.28869,1.29777,1.29287,1.29532,44326
2026-02-03,GBPUSD,1.29532,1.29966,1.29591,1.29778,31478
2026-02-04,GBPUSD,1.29778,1.30737,1.29279,1.30008,30670
2026-02-05,GBPUSD,1.30008,1.30705,1.29789,1.30247,37866
2026-02-06,GBPUSD,1.30247,1.29961,1.29067,1.29514,27721
2026-02-09,GBPUSD,1.29514,1.29792,1.29117,1.29455,46666
2026-02-10,GBPUSD,1.29455,1.29796,1.28897,1.29346,25110
2026-02-11,GBPUSD,1.29346,1.2977,1.2919,1.2948,10178
2026-02-12,GBPUSD,1.2948,1.2917,1.28433,1.28802,32137
2026-02-13,GBPUSD,1.28802,1.29712,1.29627,1.29669,54624
2026-02-16,GBPUSD,1.29669,1.30373,1.29126,1.2975,20465
2026-02-17,GBPUSD,1.2975,1.29717,1.28577,1.29147,22093
2026-02-18,GBPUSD,1.29147,1.29216,1.27364,1.2829,18315
2026-02-19,GBPUSD,1.2829,1.28597,1.27746,1.28171,56092
2026-02-20,GBPUSD,1.28171,1.28254,1.28047,1.28151,13165
2026-02-23,GBPUSD,1.28151,1.27895,1.27721,1.27808,29354
2026-02-24,GBPUSD,1.27808,1.27945,1.27817,1.27881,29212
2026-02-25,GBPUSD,1.27881,1.27682,1.27475,1.27579,36023
2026-02-26,GBPUSD,1.27579,1.27968,1.27804,1.27886,21129
2026-02-27,GBPUSD,1.27886,1.27976,1.27106,1.27541,46966
2026-03-02,GBPUSD,1.27541,1.28365,1.26728,1.27546,51031
2026-03-03,GBPUSD,1.27546,1.28071,1.28071,1.28071,28974
2026-03-04,GBPUSD,1.28071,1.29692,1.29137,1.29414,51634
2026-03-05,GBPUSD,1.29414,1.2897,1.28867,1.28919,11664
2026-03-06,GBPUSD,1.28919,1.2879,1.2862,1.28705,23913
2026-03-09,GBPUSD,1.28705,1.28649,1.27947,1.28298,53705
2026-03-10,GBPUSD,1.28298,1.28974,1.28479,1.28726,39052
2026-03-11,GBPUSD,1.28726,1.28466,1.27856,1.28161,14415
2026-03-12,GBPUSD,1.28161,1.28072,1.27804,1.27938,54625
2026-03-13,GBPUSD,1.27938,1.2821,1.27688,1.27949,53263
2026-03-16,GBPUSD,1.27949,1.28254,1.26693,1.27473,24753
2026-03-17,GBPUSD,1.27473,1.27891,1.26131,1.27011,15301
2026-03-18,GBPUSD,1.27011,1.27351,1.26238,1.26795,35509
2026-03-19,GBPUSD,1.26795,1.25869,1.25641,1.25755,37231
2026-03-20,GBPUSD,1.25755,1.25994,1.24111,1.25053,29395
2026-03-23,GBPUSD,1.25053,1.25165,1.24577,1.24871,44182
2026-03-24,GBPUSD,1.24871,1.25053,1.24887,1.2497,40764
2026-03-25,GBPUSD,1.2497,1.2498,1.24824,1.24902,48203
2026-03-26,GBPUSD,1.24902,1.24242,1.2384,1.24041,57787
2026-03-27,GBPUSD,1.24041,1.23915,1.23757,1.23836,46401
2026-03-30,GBPUSD,1.23836,1.24461,1.24051,1.24256,12624
2026-03-31,GBPUSD,1.24256,1.24835,1.24279,1.24557,5418
2026-04-01,GBPUSD,1.24557,1.24691,1.24394,1.24543,58096
2026-04-02,GBPUSD,1.24543,1.2429,1.23961,1.24126,49380
2026-04-03,GBPUSD,1.24126,1.24913,1.24015,1.24464,41615
2026-04-06,GBPUSD,1.24464,1.24219,1.24182,1.242,18912
2026-04-07,GBPUSD,1.242,1.23976,1.23313,1.23644,48772
2026-04-08,GBPUSD,1.23644,1.23339,1.23206,1.23272,11000
2026-04-09,GBPUSD,1.23272,1.24399,1.23624,1.24011,39931
2026-04-10,GBPUSD,1.24011,1.24282,1.24009,1.24145,25709
2026-04-13,GBPUSD,1.24145,1.24935,1.24557,1.24746,52867
2026-04-14,GBPUSD,1.24746,1.24665,1.24398,1.24531,42501
2026-04-15,GBPUSD,1.24531,1.25046,1.25002,1.25024,22943
2026-04-16,GBPUSD,1.25024,1.24796,1.247,1.24748,48473
2026-04-17,GBPUSD,1.24748,1.24809,1.24579,1.24694,43942
2026-04-20,GBPUSD,1.24694,1.26246,1.25673,1.25959,18845
2026-04-21,GBPUSD,1.25959,1.26782,1.2596,1.26371,19526
2026-04-22,GBPUSD,1.26371,1.2665,1.25636,1.26143,26266
2026-04-23,GBPUSD,1.26143,1.26138,1.26113,1.26125,32976
2026-04-24,GBPUSD,1.26125,1.26599,1.26032,1.26315,20221
2026-04-27,GBPUSD,1.26315,1.27138,1.26766,1.26952,42481
2026-04-28,GBPUSD,1.26952,1.26987,1.26472,1.26729,33840
2026-04-29,GBPUSD,1.26729,1.25932,1.25811,1.25872,16061
2026-04-30,GBPUSD,1.25872,1.26027,1.25485,1.25756,43640
2026-05-01,GBPUSD,1.25756,1.2622,1.25358,1.25789,8363
2026-05-04,GBPUSD,1.25789,1.26164,1.25574,1.25869,56108
2026-05-05,GBPUSD,1.25869,1.2742,1.25695,1.26557,48502
2026-05-06,GBPUSD,1.26557,1.27021,1.26465,1.26743,9982
2026-05-07,GBPUSD,1.26743,1.27947,1.26414,1.27181,49492
2026-05-08,GBPUSD,1.27181,1.26661,1.26631,1.26646,23284
2026-05-11,GBPUSD,1.26646,1.27515,1.26707,1.27111,41611
2026-05-12,GBPUSD,1.27111,1.28451,1.27953,1.28202,17979
2026-05-13,GBPUSD,1.28202,1.2914,1.28108,1.28624,22678
2026-05-14,GBPUSD,1.28624,1.29075,1.28486,1.2878,5812
2026-05-15,GBPUSD,1.2878,1.29573,1.28198,1.28885,41199
2026-05-18,GBPUSD,1.28885,1.29956,1.29708,1.29832,37424
2026-05-19,GBPUSD,1.29832,1.29378,1.29375,1.29377,9613
2026-05-20,GBPUSD,1.29377,1.29755,1.28935,1.29345,20178
2026-05-21,GBPUSD,1.29345,1.30563,1.28655,1.29609,41438
2026-05-22,GBPUSD,1.29609,1.30527,1.29515,1.30021,48899
2026-05-25,GBPUSD,1.30021,1.29874,1.29765,1.29819,36690
2026-05-26,GBPUSD,1.29819,1.30143,1.29867,1.30005,14040
2026-05-27,GBPUSD,1.30005,1.30127,1.29646,1.29886,38946
2026-05-28,GBPUSD,1.29886,1.30214,1.29736,1.29975,17287
2026-05-29,GBPUSD,1.29975,1.30345,1.2952,1.29932,29584
2026-06-01,GBPUSD,1.29932,1.29385,1.29345,1.29365,31354
2026-06-02,GBPUSD,1.29365,1.29748,1.29012,1.2938,17383
2026-06-03,GBPUSD,1.2938,1.29884,1.29836,1.2986,49764
2026-06-04,GBPUSD,1.2986,1.29421,1.29346,1.29383,44923
2026-06-05,GBPUSD,1.29383,1.30192,1.28377,1.29284,11028
2026-06-08,GBPUSD,1.29284,1.29985,1.29323,1.29654,30527
2026-06-09,GBPUSD,1.29654,1.29172,1.29078,1.29125,11293
2026-06-10,GBPUSD,1.29125,1.29309,1.29182,1.29245,45995
2026-06-11,GBPUSD,1.29245,1.28892,1.28554,1.28723,26177
2026-06-12,GBPUSD,1.28723,1.29739,1.28927,1.29333,25029
2026-06-15,GBPUSD,1.29333,1.30748,1.30363,1.30555,18546
2026-06-16,GBPUSD,1.30555,1.31962,1.31313,1.31638,9828
2026-06-17,GBPUSD,1.31638,1.32196,1.30901,1.31549,12386
2026-06-18,GBPUSD,1.31549,1.32331,1.31598,1.31964,34835
2026-06-19,GBPUSD,1.31964,1.32267,1.31842,1.32055,44905
2026-06-22,GBPUSD,1.32055,1.32153,1.32117,1.32135,39251
2026-06-23,GBPUSD,1.32135,1.33385,1.32574,1.32979,17429
2026-06-24,GBPUSD,1.32979,1.32452,1.32156,1.32304,55697
2026-06-25,GBPUSD,1.32304,1.32902,1.32877,1.32889,40813
2026-06-26,GBPUSD,1.32889,1.33091,1.32689,1.3289,53826
2026-06-29,GBPUSD,1.3289,1.33903,1.33427,1.33665,5259
2026-06-30,GBPUSD,1.33665,1.33893,1.33691,1.33792,8143
2025-07-01,USDJPY,156.2,157.02746,155.54145,156.28445,27334
2025-07-02,USDJPY,156.28445,156.58136,156.26919,156.42527,59529
2025-07-03,USDJPY,156.42527,156.54932,155.69963,156.12447,19022
2025-07-04,USDJPY,156.12447,156.16725,156.10339,156.13532,58163
2025-07-07,USDJPY,156.13532,157.76769,156.57558,157.17163,5154
2025-07-08,USDJPY,157.17163,156.58613,155.67978,156.13296,7061
2025-07-09,USDJPY,156.13296,156.32604,156.32519,156.32562,16689
2025-07-10,USDJPY,156.32562,155.8132,155.76633,155.78976,56935
2025-07-11,USDJPY,155.78976,155.9916,155.88335,155.93747,40386
2025-07-14,USDJPY,155.93747,156.7717,156.21334,156.49252,34231
2025-07-15,USDJPY,156.49252,157.42005,155.55546,156.48776,11746
2025-07-16,USDJPY,156.48776,157.00639,156.99942,157.00291,11913
2025-07-17,USDJPY,157.00291,156.58024,155.4915,156.03587,52150
2025-07-18,USDJPY,156.03587,156.98863,156.52737,156.758,50131
2025-07-21,USDJPY,156.758,156.7616,156.06073,156.41117,8285
2025-07-22,USDJPY,156.41117,157.14218,156.52154,156.83186,28813
2025-07-23,USDJPY,156.83186,157.04408,156.91128,156.97768,35053
2025-07-24,USDJPY,156.97768,155.70594,155.0652,155.38557,44225
2025-07-25,USDJPY,155.38557,154.95815,154.93529,154.94672,5490
2025-07-28,USDJPY,154.94672,155.91509,154.31367,155.11438,50497
2025-07-29,USDJPY,155.11438,156.73641,155.48275,156.10958,33917
2025-07-30,USDJPY,156.10958,156.70538,155.93498,156.32018,34592
2025-07-31,USDJPY,156.32018,156.74395,156.2812,156.51258,24797
2025-08-01,USDJPY,156.51258,155.83948,155.47946,155.65947,7731
2025-08-04,USDJPY,155.65947,157.17009,155.99329,156.58169,56208
2025-08-05,USDJPY,156.58169,158.0609,157.42874,157.74482,50235
2025-08-06,USDJPY,157.74482,157.80443,157.78437,157.7944,50576
2025-08-07,USDJPY,157.7944,158.72231,156.65221,157.68726,43172
2025-08-08,USDJPY,157.68726,157.0203,156.37486,156.69758,31762
2025-08-11,USDJPY,156.69758,157.45455,157.11061,157.28258,55057
2025-08-12,USDJPY,157.28258,159.37319,158.65505,159.01412,10965
2025-08-13,USDJPY,159.01412,159.70271,159.30139,159.50205,19857
2025-08-14,USDJPY,159.50205,160.76349,159.91691,160.3402,29646
2025-08-15,USDJPY,160.3402,160.75611,160.68377,160.71994,48184
2025-08-18,USDJPY,160.71994,160.20032,160.03736,160.11884,23390
2025-08-19,USDJPY,160.11884,161.98342,160.03052,161.00697,53021
2025-08-20,USDJPY,161.00697,160.32928,160.15886,160.24407,22359
2025-08-21,USDJPY,160.24407,160.28092,160.00126,160.14109,24527
2025-08-22,USDJPY,160.14109,160.56852,160.13495,160.35174,22653
2025-08-25,USDJPY,160.35174,161.76666,160.13356,160.95011,27560
2025-08-26,USDJPY,160.95011,161.42651,161.07371,161.25011,49815
2025-08-27,USDJPY,161.25011,161.55164,161.5121,161.53187,23369
2025-08-28,USDJPY,161.53187,161.1228,161.02152,161.07216,31832
2025-08-29,USDJPY,161.07216,160.83494,159.71236,160.27365,5315
2025-09-01,USDJPY,160.27365,160.6579,160.03233,160.34512,35454
2025-09-02,USDJPY,160.34512,160.52123,159.32213,159.92168,17735
2025-09-03,USDJPY,159.92168,159.2269,159.00728,159.11709,32050
2025-09-04,USDJPY,159.11709,158.98051,157.70585,158.34318,23234
2025-09-05,USDJPY,158.34318,158.40193,157.7269,158.06441,25888
2025-09-08,USDJPY,158.06441,157.17188,156.67756,156.92472,10962
2025-09-09,USDJPY,156.92472,156.62703,155.59357,156.1103,30303
2025-09-10,USDJPY,156.1103,155.30416,154.93679,155.12048,47105
2025-09-11,USDJPY,155.12048,155.40678,155.1224,155.26459,38526
2025-09-12,USDJPY,155.26459,155.65512,155.44293,155.54902,28482
2025-09-15,USDJPY,155.54902,157.33635,156.32159,156.82897,51538
2025-09-16,USDJPY,156.82897,156.98022,154.8616,155.92091,36251
2025-09-17,USDJPY,155.92091,155.92538,155.1311,155.52824,38756
2025-09-18,USDJPY,155.52824,156.61183,155.64236,156.12709,20653
2025-09-19,USDJPY,156.12709,156.54456,155.50132,156.02294,42709
2025-09-22,USDJPY,156.02294,156.26048,155.43966,155.85007,24819
2025-09-23,USDJPY,155.85007,157.35239,156.54109,156.94674,15718
2025-09-24,USDJPY,156.94674,156.9111,156.62026,156.76568,46436
2025-09-25,USDJPY,156.76568,156.4991,155.64495,156.07203,36748
2025-09-26,USDJPY,156.07203,155.33959,155.22259,155.28109,30839
2025-09-29,USDJPY,155.28109,155.71261,155.3287,155.52065,44246
2025-09-30,USDJPY,155.52065,156.09115,155.39213,155.74164,37808
2025-10-01,USDJPY,155.74164,154.98049,154.85605,154.91827,46764
2025-10-02,USDJPY,154.91827,155.11535,153.56191,154.33863,28247
2025-10-03,USDJPY,154.33863,154.85278,154.54643,154.6996,59982
2025-10-06,USDJPY,154.6996,155.39156,154.78395,155.08775,35636
2025-10-07,USDJPY,155.08775,154.75062,154.68887,154.71975,30850
2025-10-08,USDJPY,154.71975,155.57229,154.69924,155.13577,54354
2025-10-09,USDJPY,155.13577,155.65096,155.39235,155.52166,59947
2025-10-10,USDJPY,155.52166,154.8524,154.03466,154.44353,19707
2025-10-13,USDJPY,154.44353,154.66947,153.8938,154.28163,17784
2025-10-14,USDJPY,154.28163,154.66788,154.46947,154.56867,33548
2025-10-15,USDJPY,154.56867,154.77154,153.719,154.24527,8940
2025-10-16,USDJPY,154.24527,153.18977,152.72311,152.95644,42797
2025-10-17,USDJPY,152.95644,152.90194,152.72581,152.81387,42294
2025-10-20,USDJPY,152.81387,153.78529,152.82303,153.30416,9773
2025-10-21,USDJPY,153.30416,154.69131,153.91659,154.30395,19788
2025-10-22,USDJPY,154.30395,153.22287,152.74238,152.98263,57910
2025-10-23,USDJPY,152.98263,155.62185,153.60293,154.61239,14922
2025-10-24,USDJPY,154.61239,154.13515,153.75732,153.94624,32431
2025-10-27,USDJPY,153.94624,154.81206,154.32057,154.56632,42401
2025-10-28,USDJPY,154.56632,155.62278,155.0978,155.36029,18493
2025-10-29,USDJPY,155.36029,156.07975,155.92475,156.00225,23612
2025-10-30,USDJPY,156.00225,156.43404,155.81959,156.12681,46823
2025-10-31,USDJPY,156.12681,155.52108,155.34437,155.43273,28367
2025-11-03,USDJPY,155.43273,156.81552,154.89121,155.85336,49856
2025-11-04,USDJPY,155.85336,155.53834,155.33895,155.43865,8268
2025-11-05,USDJPY,155.43865,154.56951,153.23297,153.90124,39684
2025-11-06,USDJPY,153.90124,155.80273,155.54427,155.6735,23745
2025-11-07,USDJPY,155.6735,156.42924,155.86189,156.14557,55388
2025-11-10,USDJPY,156.14557,157.99362,156.63105,157.31234,29164
2025-11-11,USDJPY,157.31234,156.82992,156.7104,156.77016,9890
2025-11-12,USDJPY,156.77016,157.75438,157.68913,157.72176,51011
2025-11-13,USDJPY,157.72176,158.87204,158.64062,158.75633,34017
2025-11-14,USDJPY,158.75633,160.80719,158.74333,159.77526,8297
2025-11-17,USDJPY,159.77526,160.21582,159.37151,159.79366,45858
2025-11-18,USDJPY,159.79366,159.24177,158.8723,159.05704,37107
2025-11-19,USDJPY,159.05704,159.18496,158.76711,158.97604,55424
2025-11-20,USDJPY,158.97604,157.72773,157.48643,157.60708,43632
2025-11-21,USDJPY,157.60708,156.67273,156.45848,156.56561,40279
2025-11-24,USDJPY,156.56561,156.84582,156.46318,156.6545,17180
2025-11-25,USDJPY,156.6545,156.65969,155.46951,156.0646,38127
2025-11-26,USDJPY,156.0646,156.42886,155.55745,155.99316,14352
2025-11-27,USDJPY,155.99316,156.09232,155.82036,155.95634,26352
2025-11-28,USDJPY,155.95634,157.26062,157.12332,157.19197,28788
2025-12-01,USDJPY,157.19197,158.21789,157.86073,158.03931,36438
2025-12-02,USDJPY,158.03931,158.31466,157.77045,158.04255,16522
2025-12-03,USDJPY,158.04255,159.23601,158.44078,158.83839,35513
2025-12-04,USDJPY,158.83839,158.40249,158.34704,158.37477,22858
2025-12-05,USDJPY,158.37477,158.75337,157.63267,158.19302,54776
2025-12-08,USDJPY,158.19302,159.30468,158.29656,158.80062,59492
2025-12-09,USDJPY,158.80062,158.76593,157.32142,158.04368,50490
2025-12-10,USDJPY,158.04368,158.29871,157.49913,157.89892,17930
2025-12-11,USDJPY,157.89892,157.30974,156.88278,157.09626,45545
2025-12-12,USDJPY,157.09626,157.5708,156.83219,157.2015,59013
2025-12-15,USDJPY,157.2015,158.95545,157.56349,158.25947,55808
2025-12-16,USDJPY,158.25947,158.63482,156.99521,157.81502,53007
2025-12-17,USDJPY,157.81502,158.60049,157.37786,157.98917,8638
2025-12-18,USDJPY,157.98917,157.64725,157.26015,157.4537,13267
2025-12-19,USDJPY,157.4537,156.91422,156.60815,156.76119,47328
2025-12-22,USDJPY,156.76119,156.25872,155.77649,156.01761,21869
2025-12-23,USDJPY,156.01761,157.00349,156.90986,156.95668,30498
2025-12-24,USDJPY,156.95668,159.48635,157.45619,158.47127,31576
2025-12-25,USDJPY,158.47127,159.04516,158.57316,158.80916,46349
2025-12-26,USDJPY,158.80916,159.0603,157.71151,158.3859,45785
2025-12-29,USDJPY,158.3859,159.17912,158.5492,158.86416,21289
2025-12-30,USDJPY,158.86416,158.88002,158.48695,158.68349,48518
2025-12-31,USDJPY,158.68349,159.77619,158.67161,159.2239,30703
2026-01-01,USDJPY,159.2239,160.09686,158.78529,159.44107,37107
2026-01-02,USDJPY,159.44107,160.13321,159.16948,159.65135,50352
2026-01-05,USDJPY,159.65135,160.07681,160.06536,160.07109,20659
2026-01-06,USDJPY,160.07109,160.01478,159.44934,159.73206,6934
2026-01-07,USDJPY,159.73206,159.77564,159.23565,159.50565,41043
2026-01-08,USDJPY,159.50565,158.91205,157.96665,158.43935,21011
2026-01-09,USDJPY,158.43935,158.56666,157.81534,158.191,19296
2026-01-12,USDJPY,158.191,157.75714,156.88815,157.32264,31865
2026-01-13,USDJPY,157.32264,157.47528,157.05084,157.26306,53240
2026-01-14,USDJPY,157.26306,157.64985,155.73437,156.69211,51832
2026-01-15,USDJPY,156.69211,157.36937,156.20443,156.7869,45165
2026-01-16,USDJPY,156.7869,157.331,156.87401,157.10251,19851
2026-01-19,USDJPY,157.10251,156.60876,155.87425,156.24151,56970
2026-01-20,USDJPY,156.24151,155.92311,155.60586,155.76448,50269
2026-01-21,USDJPY,155.76448,155.68871,154.72709,155.2079,7048
2026-01-22,USDJPY,155.2079,155.86241,155.54236,155.70239,18449
2026-01-23,USDJPY,155.70239,157.29146,156.30107,156.79627,11677
2026-01-26,USDJPY,156.79627,157.42512,157.29827,157.3617,21673
2026-01-27,USDJPY,157.3617,157.75303,156.59343,157.17323,42238
2026-01-28,USDJPY,157.17323,158.71638,157.53503,158.1257,35459
2026-01-29,USDJPY,158.1257,157.24656,157.15274,157.19965,13006
2026-01-30,USDJPY,157.19965,158.85682,157.49095,158.17388,40964
2026-02-02,USDJPY,158.17388,157.86831,157.71235,157.79033,37714
2026-02-03,USDJPY,157.79033,156.10776,156.0264,156.06708,53403
2026-02-04,USDJPY,156.06708,158.1892,157.31701,157.75311,22110
2026-02-05,USDJPY,157.75311,158.91797,158.64285,158.78041,53370
2026-02-06,USDJPY,158.78041,158.52573,157.78785,158.15679,41123
2026-02-09,USDJPY,158.15679,158.9187,157.67199,158.29534,18758
2026-02-10,USDJPY,158.29534,158.49948,157.88289,158.19119,22782
2026-02-11,USDJPY,158.19119,158.45305,158.12196,158.28751,46008
2026-02-12,USDJPY,158.28751,157.51107,157.24897,157.38002,43062
2026-02-13,USDJPY,157.38002,158.02162,155.94334,156.98248,39924
2026-02-16,USDJPY,156.98248,157.35645,157.259,157.30773,27176
2026-02-17,USDJPY,157.30773,157.78558,157.17305,157.47931,26237
2026-02-18,USDJPY,157.47931,158.62848,157.90398,158.26623,35741
2026-02-19,USDJPY,158.26623,158.39127,158.30547,158.34837,47682
2026-02-20,USDJPY,158.34837,161.00856,158.72749,159.86802,18930
2026-02-23,USDJPY,159.86802,159.76345,159.12116,159.44231,54363
2026-02-24,USDJPY,159.44231,159.95684,159.32234,159.63959,15962
2026-02-25,USDJPY,159.63959,158.86203,158.03364,158.44784,31355
2026-02-26,USDJPY,158.44784,158.55704,156.81356,157.6853,22017
2026-02-27,USDJPY,157.6853,158.88408,158.22551,158.55479,55385
2026-03-02,USDJPY,158.55479,158.10086,157.87626,157.98856,14657
2026-03-03,USDJPY,157.98856,158.73919,157.97186,158.35552,12019
2026-03-04,USDJPY,158.35552,158.78782,157.90831,158.34807,42595
2026-03-05,USDJPY,158.34807,158.01075,157.4255,157.71813,14140
2026-03-06,USDJPY,157.71813,158.58973,156.47021,157.52997,59382
2026-03-09,USDJPY,157.52997,157.62894,156.84595,157.23745,47031
2026-03-10,USDJPY,157.23745,157.29482,156.62991,156.96236,53504
2026-03-11,USDJPY,156.96236,157.59757,157.33625,157.46691,21805
2026-03-12,USDJPY,157.46691,158.39371,157.42488,157.90929,46063
2026-03-13,USDJPY,157.90929,158.13891,157.01339,157.57615,37195
2026-03-16,USDJPY,157.57615,157.84858,156.22325,157.03592,28300
2026-03-17,USDJPY,157.03592,157.57682,156.91252,157.24467,32338
2026-03-18,USDJPY,157.24467,158.02728,156.39915,157.21321,5920
2026-03-19,USDJPY,157.21321,158.44643,157.33616,157.89129,13018
2026-03-20,USDJPY,157.89129,160.13056,159.06917,159.59986,11838
2026-03-23,USDJPY,159.59986,160.56472,159.77509,160.16991,46482
2026-03-24,USDJPY,160.16991,160.73544,159.62394,160.17969,19803
2026-03-25,USDJPY,160.17969,160.51817,159.68482,160.10149,45778
2026-03-26,USDJPY,160.10149,159.66555,159.50421,159.58488,44102
2026-03-27,USDJPY,159.58488,159.69841,158.37765,159.03803,12986
2026-03-30,USDJPY,159.03803,159.10556,157.75747,158.43152,22879
2026-03-31,USDJPY,158.43152,158.67834,157.747,158.21267,19287
2026-04-01,USDJPY,158.21267,158.29243,157.65556,157.97399,11292
2026-04-02,USDJPY,157.97399,159.55932,157.39178,158.47555,49032
2026-04-03,USDJPY,158.47555,158.28953,158.2191,158.25432,25474
2026-04-06,USDJPY,158.25432,158.46485,157.85711,158.16098,55172
2026-04-07,USDJPY,158.16098,157.79869,157.04506,157.42188,51438
2026-04-08,USDJPY,157.42188,159.34537,157.63249,158.48893,52854
2026-04-09,USDJPY,158.48893,159.07369,158.61038,158.84203,45706
2026-04-10,USDJPY,158.84203,160.59466,159.42613,160.0104,32602
2026-04-13,USDJPY,160.0104,160.73113,160.37374,160.55244,28392
2026-04-14,USDJPY,160.55244,162.20785,160.87456,161.54121,25206
2026-04-15,USDJPY,161.54121,161.6518,161.17411,161.41295,39509
2026-04-16,USDJPY,161.41295,162.28405,161.53249,161.90827,29488
2026-04-17,USDJPY,161.90827,164.19198,163.19367,163.69283,52215
2026-04-20,USDJPY,163.69283,162.99284,162.85602,162.92443,14701
2026-04-21,USDJPY,162.92443,164.26512,163.18205,163.72359,25100
2026-04-22,USDJPY,163.72359,165.05613,164.68048,164.86831,32279
2026-04-23,USDJPY,164.86831,165.55346,164.80454,165.179,20476
2026-04-24,USDJPY,165.179,165.86492,165.57034,165.71763,17698
2026-04-27,USDJPY,165.71763,166.65382,166.54418,166.599,35879
2026-04-28,USDJPY,166.599,166.7592,165.61208,166.18564,13907
2026-04-29,USDJPY,166.18564,166.85082,166.14188,166.49635,47997
2026-04-30,USDJPY,166.49635,166.7166,165.1599,165.93825,25934
2026-05-01,USDJPY,165.93825,165.71471,165.31053,165.51262,46255
2026-05-04,USDJPY,165.51262,165.57192,164.68327,165.1276,8516
2026-05-05,USDJPY,165.1276,165.28976,164.83826,165.06401,48354
2026-05-06,USDJPY,165.06401,165.7064,164.68543,165.19591,30869
2026-05-07,USDJPY,165.19591,165.80784,165.26199,165.53492,51823
2026-05-08,USDJPY,165.53492,165.07686,164.13778,164.60732,43287
2026-05-11,USDJPY,164.60732,166.43783,165.51162,165.97473,49213
2026-05-12,USDJPY,165.97473,167.32681,166.26053,166.79367,40827
2026-05-13,USDJPY,166.79367,168.40713,166.23909,167.32311,11008
2026-05-14,USDJPY,167.32311,167.62528,166.59724,167.11126,58639
2026-05-15,USDJPY,167.11126,167.44665,166.72065,167.08365,26566
2026-05-18,USDJPY,167.08365,167.6459,167.33832,167.49211,53718
2026-05-19,USDJPY,167.49211,168.51174,167.10419,167.80796,32997
2026-05-20,USDJPY,167.80796,167.34913,166.02345,166.68629,39856
2026-05-21,USDJPY,166.68629,167.80611,166.64564,167.22588,14995
2026-05-22,USDJPY,167.22588,169.4413,169.07504,169.25817,54369
2026-05-25,USDJPY,169.25817,168.19669,167.82371,168.0102,48512
2026-05-26,USDJPY,168.0102,169.89219,167.56595,168.72907,29444
2026-05-27,USDJPY,168.72907,169.39967,168.63688,169.01827,28053
2026-05-28,USDJPY,169.01827,169.57391,168.37554,168.97472,48938
2026-05-29,USDJPY,168.97472,170.50321,169.41583,169.95952,14087
2026-06-01,USDJPY,169.95952,169.51248,168.82445,169.16846,20646
2026-06-02,USDJPY,169.16846,169.35327,169.27745,169.31536,12742
2026-06-03,USDJPY,169.31536,171.15171,169.58117,170.36644,33968
2026-06-04,USDJPY,170.36644,171.20499,169.3206,170.26279,25487
2026-06-05,USDJPY,170.26279,170.44342,169.56557,170.0045,58892
2026-06-08,USDJPY,170.0045,170.24494,169.9925,170.11872,54147
2026-06-09,USDJPY,170.11872,169.94379,169.74009,169.84194,37933
2026-06-10,USDJPY,169.84194,171.67936,170.23171,170.95553,47092
2026-06-11,USDJPY,170.95553,170.58538,170.11963,170.35251,32873
